Id,Start time,Completion time,Email,Name,Interviewer Name,How did you get to this Nonna's today?,"        Just before coming here, where were you?",        Please select the area for your movie/ recreation?,        Please select the area of your shopping?,        Please select your area of work?,        Please select the area your college is located in?,Please select the area you're coming from?,Please specify where in Deccan?,Please specify where in Erandawne?,Please specify where in Kothrud?,Please specify where in Shivajinagar?,Please specify where in Old City?,"After leaving Nonna's today, where are you headed next?",Please select where are you going to?,        Please select the area you're going to for movies/ fun,        Please select the area you're going to for shopping,        Please select the area you're going to for work,        Please select your college area,Please select area in Deccan?,Please select area in Erandawne?,Please select area in Kothrud?,Please select area in Shivajinagar?,Please select area in Old City?,How many people are you here with?,When did you make a decision to eat at Nonna's?,Is it your first time visiting SiNonna's?,How did you discover Nonna's during your first visit?            ,How often do you visit Nonna's in particular?,What was the occasion of your eat out today?,What made you choose Nonna's for eating out?,How many times do you order Nonna's from Swiggy/ Zomato,How did you discover this Nonna's today?,What was the occasion for your visit to Nonna's today?,What brought you to Nonna's today?,How often do you eat out or order food from a restaurant?,How often do you eat out at a Premium/ Fine Dine Restaurant            ,Which of the following best depicts your age?,Gender,Marital Status,Occupation,What vehicle do you or your family own?,Where do you reside currently?,Would you visit Nonna's again in future?
265,6/29/2025 19:26,6/29/2025 19:46,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Lohegoan,,,,,,To Home,Lohegoan,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,24-34,Female,Unmarried/ Single,Salaried Professional,We own both,4,Yes
266,6/29/2025 19:46,6/29/2025 19:53,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,R Deccan,,,,,,,,,,To Home,Deccan,,,,,,,,,,1,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
267,6/29/2025 20:05,6/29/2025 20:05,anonymous,,Ks,Own Vehicle,At Home,,,,,Erandawne,,Prabhat road,,,,To Home,Erandawne,,,,,,PRABHAT ROAD,,,,4,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Family Outing,Love the Sourdough pizza and salads but was super sad to know that salad was over at 7 30pm right when customers are coming in!,Never ordered online,,,,2-3 times per month,2-3 times per month,35-44,Male,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own both,5bhk,Yes
268,6/29/2025 19:45,6/29/2025 20:07,anonymous,,Ks,Metro/ Train,At Home,,,,,Hadapsar,,,,,,To Home,Hadapsar ,,,,,,,,,,1,Planned yesterday,I come here often,Word of Mouth/ Recommendation,Once a quarter,Date,I wanted to try Sourdough Pizza,Once a quarter,,,,1 time per month,1 time per month,24-34,Female,Married but no kids,Salaried Professional,We own a 2-wheeler,2BHK,Yes
269,6/29/2025 20:06,6/29/2025 20:21,anonymous,,Kd,Auto/ Cab,Shopping,,FC Road,,,,,,,,,Shopping,,,FC Road,,,,,,,,2,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I love the alcohol with Pizza offer at Nonna's,2-3 times a week,1 time per week,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
270,6/29/2025 20:27,6/29/2025 20:31,anonymous,,Kd,Own Vehicle,At Home,,,,,Deccan,Prabhat Road / Bhandarkar Road,,,,,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,1 time per month,45-54,Female,Married with youngest kid (Above 12),Homemaker,We own both,3 BHK,Yes
271,6/29/2025 20:07,6/29/2025 20:33,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,City pride,,,,,,,,,,To visit Friends/ Relatives,Deccan,,,,,Deccan,,,,,4,1-3 hours ago,First time,,,,,,I was walking by and came in,Family Outing,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,24-34,Female,Married but no kids,Salaried Professional,We own a 2-wheeler,2BHK,Yes
272,6/29/2025 20:31,6/29/2025 20:34,anonymous,,Ks,Auto/ Cab,At Home,,,,,Shivajinagar,,,,Senapati Bapat Road,Navi Peth,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Date,Pizza with Drinks sounded like a good combo,Never ordered online,,,,Once a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,None,2BHK,Yes
273,6/29/2025 20:35,6/29/2025 20:42,anonymous,,Kd,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,Pcmc,,,,,,,,,,1,Planned long back ,First time,,,,,,A friend told me,Date,I wanted to try Sourdough Pizza ,Once a week,1 time per week,24-34,Female,Unmarried/ Single,Salaried Professional,None,1 BHK,Yes
274,6/29/2025 20:33,6/29/2025 20:44,anonymous,,Ks,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To Home,Old City,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,A friend told me,Family Outing,I love the alcohol with Pizza offer at Nonna's,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Student,We own both,3 BHK,Yes
275,6/29/2025 20:42,6/29/2025 20:53,anonymous,,Kd,Own Vehicle,At Home,,,,,Sinhgad Road,,,,,,To Home,Sinhgad Road ,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own a 2-wheeler,2BHK,Yes
276,6/29/2025 20:44,6/29/2025 20:59,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Bhusari Colony / Kothrud Depot,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,3,1-3 hours ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Casual Meal,"We came for the pizza, but the drinks were not upto the mark",Once a quarter,,,,2-3 times per month,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own a car,3 BHK,Yes
277,6/29/2025 21:00,6/29/2025 21:04,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Baner,,,,,,To Home,Baner,,,,,,,,,,3,0-30 minutes ago,First time,,,,,,I was walking by and came in,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own a car,2BHK,Yes
278,6/29/2025 20:55,6/29/2025 21:08,anonymous,,Ks,Own Vehicle,At Home,,,,,Old City,,,,,Sadashiv Peth,Shopping,,,Deccan,,,,,,,,2,1-3 hours ago,I come here often,Word of Mouth/ Recommendation,Once a month,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,1 time per month,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own both,,Yes
279,6/29/2025 21:04,6/29/2025 21:09,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Model Colony,,To Home,Shivajinagar,,,,,,,,,,5 or more,Planned yesterday,First time,,,,,,A friend told me,Family Outing,Nonna's famous Tiramisu,Once a week,2-3 times per month,18-24,Male,Unmarried/ Single,Student,We own both,3 BHK,Yes
280,6/29/2025 21:10,6/29/2025 21:12,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Sambhaji Park,,,,,,,,,,To Home,Deccan,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,Once a week,2-3 times per month,24-34,Male,Married but no kids,Salaried Professional,We own both,2BHK,Yes
281,6/29/2025 21:12,6/29/2025 21:20,anonymous,,Ks,Own Vehicle,At Home,,,,,Old City,,,,,Kasaba peth,To Home,Old City,,,,,,,,,,3,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,Pizza with Drinks sounded like a good option,2-3 times a week,1 time per week,24-34,Male,Unmarried/ Single,Salaried Professional,We own a car,2BHK,Yes
282,6/29/2025 21:09,6/29/2025 21:21,anonymous,,Kd,Own Vehicle,At Home,,,,,Bibwewadi ,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,4,1-3 hours ago,First time,,,,,,A friend told me,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times per month,24-34,Female,Married but no kids,Entrepreneur/ Business Owner,We own a car,2BHK,Yes
283,6/29/2025 21:20,6/29/2025 21:23,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Family Outing,I wanted to try Sourdough Pizza ,Once every 2-3 months,Once every 2-3 months,35-44,Male,Married with youngest kid (Below 12),Salaried Professional,We own a 2-wheeler,2BHK,No
284,6/29/2025 21:21,6/29/2025 21:26,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Mahatma society ,,,To Home,kothrud,,,,,,,Mahatma society ,,,2,Planned long back ,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,24-34,Male,Married with youngest kid (Below 12),Entrepreneur/ Business Owner,We own both,Bungalow ,Yes
285,6/29/2025 21:24,6/29/2025 21:31,anonymous,,Ks,Own Vehicle,At Home,,,,,Camp,,,,,,To Home,Camp,,,,,,,,,,2,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once every 2-3 months,Once every 2-3 months,18-24,Male,,Student,,,Yes
286,6/29/2025 21:29,6/29/2025 21:32,anonymous,,Ks,Own Vehicle,Shopping,,Pavillion Mall,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,Planned long back ,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Date,Pizza with Drinks sounded like a good combo,Once a quarter,,,,Once a week,1 time per month,18-24,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
287,6/29/2025 21:32,6/29/2025 21:38,anonymous,,Kd,Own Vehicle,At Home,,,,,Kothrud,,,Mayur Colony / Ideal Colony,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,4,Planned yesterday,I come here often,Word of Mouth/ Recommendation,Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,1 time per month,24-34,Male,Married but no kids,Entrepreneur/ Business Owner,We own a car,3 BHK,Yes
288,6/29/2025 21:31,6/29/2025 21:39,anonymous,,Ks,Own Vehicle,At Home,,,,,Old City,,,,,Sadashiv Peth,To Home,Old City,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,Pizza with Drinks sounded like a good combo,Never ordered online,,,,2-3 times a week,1 time per month,45-54,Male,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,We own both,Bunglow ,Yes
289,6/29/2025 21:49,6/29/2025 21:52,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,Dahanukar Colony / Kothrud Bus Stand,,,To Home,kothrud,,,,,,,Dahanukar Colony / Kothrud Bus Stand,,,4,Planned yesterday,First time,,,,,,A friend told me,Family Outing,I wanted to try Sourdough Pizza ,Once a week,1 time per week,24-34,Female,Unmarried/ Single,Salaried Professional,We own a car,2BHK,No
290,6/29/2025 21:39,6/29/2025 21:54,anonymous,,Kd,Auto/ Cab,Shopping,,FC Road,,,,,,,,,To Home,Old City,,,,,,,,,,1,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a week,Hangout with Friends,I wanted to try Sourdough Pizza,Once a week,,,,Almost Everyday,2-3 times a week,18-24,Female,Unmarried/ Single,Salaried Professional,None,3 BHK,Yes
291,6/29/2025 21:54,6/29/2025 21:58,anonymous,,Ks,Own Vehicle,At Home,,,,,Sahakarnagar,,,,,,To Home,kothrud,,,,,,,Mayur Colony / Ideal Colony,,,5 or more,Planned yesterday,I come here often,Social Media Ad (Instagram/ Facebook),Once every 6 months,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a car,4bhk,Yes
292,6/29/2025 22:04,6/29/2025 22:06,anonymous,,Kd,Own Vehicle,At Home,,,,,Old City,,,,,Sadashiv Peth,To Home,Old City,,,,,,,,,,3,0-30 minutes ago,First time,,,,,,Offer Leaflets/ Coupons,"Special Celebration (Birthday, Anniversary, etc.)",Pizza with Drinks sounded like a good option,Almost Everyday,1 time per week,18-24,Male,Married with youngest kid (Below 12),Freelancer,We own a car,3 BHK,Yes
293,6/29/2025 21:53,6/29/2025 22:08,anonymous,,Ks,Auto/ Cab,At College,,,,Narhegaon,,,,,,,Shopping,,,FC Road,,,,,,,,4,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Hangout with friends,I wanted to try Sourdough Pizza ,Almost Everyday,1 time per month,18-24,Female,Unmarried/ Single,Student,We own both,Hostel,No
294,6/29/2025 22:09,6/29/2025 22:12,anonymous,,Ks,Walking,At Home,,,,,Shivajinagar,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once every 6 months,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,2-3 times per month,35-44,Male,Married with youngest kid (Above 12),Salaried Professional,We own both,2BHK,Yes
295,6/29/2025 22:12,6/29/2025 22:15,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Sambhaji Park,,,,,,,,,,To Home,Deccan,,,,,,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per week,24-34,Male,Unmarried/ Single,Salaried Professional,None,2BHK,Yes
296,6/29/2025 22:08,6/29/2025 22:26,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Bibwewadi,,,,,,To Home,Bibwewadi ,,,,,,,,,,2,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,2-3 times per month,24-34,Female,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,2BHK,Yes
297,6/29/2025 22:15,6/29/2025 22:30,anonymous,,Ks,Own Vehicle,Shopping,,Karve road,,,,,,,,,To watch Movie/ Out for fun,,Home,,,,,,,,,4,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,Pizza with Drinks sounded like a good combo,Once a month,,,,Once every 2-3 months,Once every 2-3 months,24-34,Prefer not to say,Married but no kids,Salaried Professional,None,X,Yes
298,6/29/2025 22:28,6/29/2025 22:31,anonymous,,Kd,Own Vehicle,At Home,,,,,Sinhgad Rd,,,,,,To Home,Narayan Peth,,,,,,,,,,1,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
299,6/29/2025 22:30,6/29/2025 22:47,anonymous,,Ks,Auto/ Cab,Watching a movie/ Out for fun,Viman nagar ,,,,,,,,,,To Home,Tingle nagar,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Hangout with friends,Hungry,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,None,3 BHK,Yes
300,6/29/2025 22:34,6/29/2025 22:47,anonymous,,Ks,Own Vehicle,Visiting Friends/ Relatives,,,,,Dhole patil,,,,,,To Home,Aundh,,,,,,,,,,3,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,2-3 times a week,1 time per week,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
301,6/29/2025 22:48,6/29/2025 22:50,anonymous,,Kd,Walking,Watching a movie/ Out for fun,R Deccan,,,,,,,,,,To Home,Bhugaon,,,,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,Nothing specific ,2-3 times per month,1 time per month,18-24,Female,Unmarried/ Single,Salaried Professional,None,1 BHK,Yes
302,6/29/2025 22:48,6/29/2025 22:50,anonymous,,Ks,Auto/ Cab,Travelling ,,,,,,,,,,,To Home,Viman Nagar,,,,,,,,,,2,1-3 hours ago,First time,,,,,,Reservation Apps - DineOut/ Zomato Gold,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,24-34,Male,Married but no kids,Salaried Professional,None,2BHK,Yes
303,6/29/2025 22:52,6/29/2025 22:55,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Old City,,,,,Swargate ,To Home,Swargate ,,,,,,,,,,4,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a month,Hangout with Friends,Nonna's famous Tiramisu ,Never ordered online,,,,2-3 times per month,Once every 2-3 months,18-24,Prefer not to say,Unmarried/ Single,Student,We own both,Bungalow ,Yes
304,6/29/2025 23:02,6/29/2025 23:04,anonymous,,Kd,Own Vehicle,At Home,,,,,Shivajinagar,,,,Modern College,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
305,6/29/2025 22:58,6/29/2025 23:11,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Work/ Office,,,,Viman Nagar ,,,,,,,3,0-30 minutes ago,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Family Outing,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,2-3 times per month,24-34,Female,,Salaried Professional,,,Yes
306,6/30/2025 14:00,6/30/2025 14:17,anonymous,,Kd,Auto/ Cab,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,1 time per month,2-3 times per month,24-34,Female,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
307,6/30/2025 14:17,6/30/2025 14:52,anonymous,,Ks,Own Vehicle,At Home,,,,,Kothrud,,,MIT College / Anand Nagar,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,3,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,Pizza with Drinks sounded like a good option,Once a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,None,3 BHK,Yes
308,6/30/2025 14:55,6/30/2025 14:58,anonymous,,Kd,Own Vehicle,At Home,,,,,Dhayari,,,,,,Shopping,,,FC Road,,,,,,,,4,Planned yesterday,First time,,,,,,A friend told me,"Special Celebration (Birthday, Anniversary, etc.)",I wanted to try Sourdough Pizza ,2-3 times per month,Once every 2-3 months,35-44,Female,Married with youngest kid (Below 12),Freelancer,We own a car,2BHK,Yes
309,6/30/2025 14:58,6/30/2025 15:16,anonymous,,Ks,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own both,2BHK,Yes
310,6/30/2025 16:05,6/30/2025 16:06,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Sambhaji Park,,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,1,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times a week,2-3 times per month,24-34,Male,,Salaried Professional,We own both,2BHK,Yes
311,6/30/2025 16:06,6/30/2025 16:11,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Work/ Office,,,,Shivajinagar,,,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Date,Pizza with Drinks sounded like a good option,Almost Everyday,2-3 times a week,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own a car,1 BHK,Yes
312,6/30/2025 16:25,6/30/2025 16:32,anonymous,,Kd,Auto/ Cab,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,Hospital ,,,,,,,,,,,3,0-30 minutes ago,I come here often,Walk-in/ Saw it while passing by,Once every 6 months,Date,I love the alcohol with Pizza offer at Nonna's,Never ordered online,,,,2-3 times a week,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own both,2BHK,Yes
313,6/30/2025 16:32,6/30/2025 16:56,anonymous,,Kd,Own Vehicle,At College,,,,Fergusson / BMCC,,,,,,,To College,,,,,Fergusson / BMCC,,,,,,1,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Once every 2-3 months,1 time per week,18-24,Prefer not to say,Married but no kids,Freelancer,We own a car,6 bhk,Yes
314,6/30/2025 17:54,6/30/2025 17:57,anonymous,,Ks,Own Vehicle,Watching a movie/ Out for fun,Kothrud,,,,,,,,,,Shopping,,,Pavillion Mall,,,,,,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,2-3 times per month,1 time per month,18-24,Male,Unmarried/ Single,Student,We own a car,3 BHK,Yes
315,6/30/2025 18:57,6/30/2025 18:59,anonymous,,Kd,Own Vehicle,Watching a movie/ Out for fun,Pavillion Mall,,,,,,,,,,To Home,Shivajinagar,,,,,,,,,,2,0-30 minutes ago,I come here often,Food Blogger/ Influencer,Once a quarter,Date,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,2-3 times per month,24-34,Female,Married but no kids,Freelancer,We own a car,3 BHK,Yes
316,6/30/2025 19:00,6/30/2025 19:37,anonymous,,Kd,Walking,London,,,,,,,,,,,Airport ,,,,,,,,,,,2,Planned long back ,I come here often,Reservation Apps - DineOut/ Zomato Gold,Once every 6 months,Casual Meal,Nonna's famous Tiramisu ,Never ordered online,,,,Once every 2-3 months,Once every 2-3 months,35-44,Male,Unmarried/ Single,Freelancer,None,PG,Yes
317,6/30/2025 20:01,6/30/2025 20:17,anonymous,,Kd,Own Vehicle,Shopping,,JM Road,,,,,,,,,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a month,Hangout with Friends,I wanted to try Sourdough Pizza,Once a month,,,,1 time per month,2-3 times a week,24-34,Male,Unmarried/ Single,Entrepreneur/ Business Owner,None,..,Yes
318,6/30/2025 20:17,6/30/2025 20:19,anonymous,,Kd,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,Old City,,,,,,,,,,2,0-30 minutes ago,I come here often,Word of Mouth/ Recommendation,Once a quarter,Casual Meal,I wanted to try Sourdough Pizza,Never ordered online,,,,2-3 times per month,Once every 2-3 months,35-44,Male,Married with youngest kid (Above 12),Entrepreneur/ Business Owner,We own both,2BHK,Yes
319,6/30/2025 20:13,6/30/2025 20:20,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Magarpatta ,,,,,,,,To Home,Magarpatta ,,,,,,,,,,3,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,2-3 times a month,Hangout with Friends,I wanted to try Sourdough Pizza,Never ordered online,,,,Once a week,1 time per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
320,6/30/2025 21:08,6/30/2025 21:18,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,ICC/ Senapati Bapat Road,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Hangout with friends,Pizza with Drinks sounded like a good option,2-3 times per month,2-3 times per month,24-34,Male,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
321,6/30/2025 21:18,6/30/2025 21:20,anonymous,,Ks,Own Vehicle,Shopping,,Shivaji Nagar,,,,,,,,,To watch Movie/ Out for fun,,Sambhaji Park,,,,,,,,,2,Planned long back ,I come here often,Social Media Ad (Instagram/ Facebook),Once a quarter,Hangout with Friends,Nonna's famous Tiramisu ,2-3 times a month,,,,1 time per month,2-3 times a week,24-34,Male,Married but no kids,Student,We own a 2-wheeler,1 BHK,Yes
322,6/30/2025 21:20,6/30/2025 21:22,anonymous,,Kd,Walking,Shopping,,FC Road,,,,,,,,,To Home,Deccan,,,,,Prabhat Road/Bhandarkar Road,,,,,2,0-30 minutes ago,First time,,,,,,I was walking by and came in,Casual Meal,I wanted to try Sourdough Pizza ,2-3 times a week,2-3 times a week,18-24,Male,Unmarried/ Single,Entrepreneur/ Business Owner,We own both,3 BHK,Yes
323,6/30/2025 21:18,6/30/2025 21:24,anonymous,,Kd,Own Vehicle,Visiting Friends/ Relatives,,,,,Aundh,,,,,,To Home,Aundh,,,,,,,,,,1,1-3 hours ago,I come here often,Walk-in/ Saw it while passing by,Once a month,Family Outing,I wanted to try Sourdough Pizza,2-3 times a month,,,,2-3 times per month,2-3 times per month,18-24,Female,Unmarried/ Single,Student,We own a car,2BHK,Yes
324,6/30/2025 21:23,6/30/2025 21:45,anonymous,,Ks,Auto/ Cab,Came from Work/ Office,,,Bavdhan,,,,,,,,To Home,kothrud,,,,,,,Bavdhan,,,1,1-3 hours ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,Pizza with Drinks sounded like a good option,Once every 2-3 months,2-3 times a week,24-34,Male,Married but no kids,Retired,We own a car,1 BHK,No
325,6/30/2025 21:25,6/30/2025 21:45,anonymous,,Kd,Own Vehicle,Shopping,,FC Road,,,,,,,,,To Home,kothrud,,,,,,,Bhusari Colony / Kothrud Depot,,,2,0-30 minutes ago,First time,,,,,,Social Media Ad (Instagram/ Facebook),Casual Meal,I wanted to try Sourdough Pizza ,Once a week,1 time per month,24-34,Male,,Salaried Professional,,,Yes
326,6/30/2025 21:46,6/30/2025 22:06,anonymous,,Kd,Walking,Visiting Friends/ Relatives,,,,,Shivajinagar,,,,Senapati Bapat Road,Narayan Peth,To watch Movie/ Out for fun,,Pavillion Mall,,,,,,,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Hangout with friends,Nonna's famous Tiramisu,1 time per month,1 time per month,24-34,Female,Unmarried/ Single,Student,We own both,3 BHK,Yes
327,6/30/2025 22:13,6/30/2025 22:16,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Balewadi,,,,,,,,To drink,,,,,,,,,,,1,1-3 hours ago,First time,,,,,,A friend told me,Hangout with friends,I wanted to try Sourdough Pizza ,Once a week,1 time per week,18-24,Male,Unmarried/ Single,Salaried Professional,We own both,3 BHK,Yes
328,6/30/2025 22:16,6/30/2025 22:23,anonymous,,Ks,Own Vehicle,Came from Work/ Office,,,Shivajinagar,,,,,,,,To Home,kothrud,,,,,,,MT College / Anand Nagar,,,2,0-30 minutes ago,First time,,,,,,A friend told me,Casual Meal,Pizza with Drinks sounded like a good option,Once a week,1 time per month,24-34,Prefer not to say,Unmarried/ Single,Salaried Professional,We own a 2-wheeler,2BHK,Yes
